"","GSM416567","GSM416568","GSM416569","GSM416570","GSM416571","GSM416572","GSM416573","GSM416574","GSM416575","GSM416576","GSM416577","GSM416578","GSM416579","GSM416580","GSM416581","GSM416582","GSM416583","GSM416584","GSM416585","GSM416586","GSM416587","GSM416588","GSM416589","GSM416590","GSM416528","GSM416529","GSM416530","GSM416531","GSM416532","GSM416533","GSM416534","GSM416535","GSM416536","GSM416537","GSM416538","GSM416539","GSM416540","GSM416541","GSM416542","GSM416543","GSM416544","GSM416545","GSM416546","GSM416547","GSM416548","GSM416549","GSM416550","GSM416551","GSM416552","GSM416553","GSM416554","GSM416555","GSM416556","GSM416557","GSM416558","GSM416559","GSM416560","GSM416561","GSM416562","GSM416563","GSM416564","GSM416565","GSM416566"
"RAP1GA1",3.8168182,-0.9741502,-1.4757752,4.295085,-1.7587743,-1.5018396,-1.325428,-0.51933956,-1.9894142,-1.2210274,2.0398893,-0.6747947,2.7117596,-0.98965216,1.149869,-1.2262611,0.74311924,-1.0090866,-0.76707935,-1.9997697,-1.6332693,0.34961605,0.3844314548,-1.3441925,0.9857874,4.972369,4.2308264,1.8299389,-1.4820604,-0.72500324,0.24831009,-0.095077515,-1.2481532,-0.45609283,4.1059084,0.39721775,1.2256289,-1.3099065,-0.39540386,0.06583214,0.06476021,3.1978884,0.76557064,3.6366997,2.8713112,-1.7600918,-0.77988815,1.9891052,-1.8764172,0.9851284,1.7410345,-0.99654675,2.7944765,-0.5880537,-0.86336994,-1.3145084,0.34390354,1.4766912,-1.6817803,0.7851639,1.5321503,0.6404896,2.9292555
"PPP1R15B",0.007977486,-0.16133642,-0.46253538,0.075825214,1.4405708,1.7675095,1.630147,1.3419504,1.5310488,1.990469,-0.6715903,-0.3044238,-0.17470312,-0.40351582,-0.23128748,-0.47286892,-0.6388707,-0.18305063,-0.005833626,-1.207962,-0.36194324,0.033468246,0.012982369,-0.27650547,-0.21336174,-0.000589371,0.20141888,0.10876417,1.6647224,1.5956888,1.4475632,2.2920485,0.81944656,1.1254587,0.5207119,1.981863,2.4810638,2.2993164,2.4233923,1.8949032,2.456645,-0.3562169,-0.16596508,-0.28854036,-0.355031,-1.3487887,-0.21812057,-0.30602312,-1.0936117,-0.51338863,-0.2812748,-0.02722931,0.062491417,-0.04380989,-0.09688425,-0.20045662,0.26164532,0.0278077133,0.1613102,0.1945076,0.30727005,0.21253681,-0.14292622
"ARL6IP1",0.04332733,-0.39821815,-0.5857816,0.045603752,2.2579308,2.2734194,2.487135,1.5243969,1.9095783,1.9876842,-0.8484645,-0.44250965,-0.2374754,-0.3656373,-0.37556696,-0.6530094,-0.95914936,-0.40229177,-0.42200232,-1.0139179,-0.18242168,0.21774578,0.23710918,0.10592461,-0.2064519,0.05615759,-0.1456685,-0.19815731,1.8521585,2.2657614,1.8448296,1.5618992,0.9455786,1.118619,1.2737446,1.9413338,2.6664886,2.1359825,2.6397963,1.6765728,3.0722513,-0.652472,-0.6101742,-0.592041,-0.38687086,-1.2562695,-0.5983515,-0.7973008,-1.3112931,-0.7307639,-0.82640076,0.0649858042222222,-0.091264725,0.05735588,-0.07741642,0.1291151,0.10519314,-0.05608368,-0.22556686,0.12290859,0.22486019,0.1390543,-0.24268341
"PGAM4",0.14746094,-0.11792183,-0.26295233,0.22220993,1.7770438,1.7894416,2.1877856,0.7879443,1.0305982,1.894794,-0.5329366,-0.2336092,0.07013512,-0.32675457,-0.09656429,-0.2627139,-0.38549995,-0.12860823,0.000294685,-0.84925604,-0.2177825,-0.21599817,-0.07727623,-0.25185585,-0.03872204,0.314651,0.21045828,0.12035179,1.6226239,1.3927102,1.0909724,2.0608087,0.48117685,1.0586371,1.0062432,1.4076896,2.611466,1.9498582,2.355904,1.4692531,2.3807817,-0.124023914,-0.18261576,-0.18909645,-0.061741352,-1.1963382,-0.166458552444444,-0.17108822,-1.2095857,-0.27117443,-0.44901657,-0.018750668,-0.16298532,-0.27220058,0.0778718,-0.30061483,0.117277145,0.23911142,-0.34909582,0.10529804,0.31799603,-0.17128992,-0.16799879
"ITM2A",-0.15844822,-0.22158146,0.066625595,-0.06459665,2.8494558,2.5938911,2.1852589,2.3239813,1.8800364,1.789813,-0.6774502,-0.5415783,-0.17053175,-0.52339697,-0.5396633,-0.53984594,-0.8280592,-0.4966035,-0.4105358,-0.660326,0.08304787,0.25359917,0.6575022,0.4579525,-0.16427708,-0.14613342,-0.12555552,-0.19441557,1.1908913,1.3912725,1.7636595,1.2606525,1.4905396,1.417162,0.4503374,0.79833317,2.0705442,1.6179237,2.5265322,2.1128893,2.6710691,-0.6363034,-0.42489004,-0.6766591,-0.6068287,-1.1343889,-0.5622082,-0.7011728,-1.1868486,-0.6126909,-0.9545255,0.0845022723333333,0.10335922,0.4111185,-0.20819092,0.36497498,0.12807369,-0.39054775,0.013144493,0.29945946,-0.136302,0.17504692,-0.08324528
"DEFA4",1.0154743,1.8564367,0.14864063,-0.25633812,1.4574261,0.05504036,-0.49425125,-0.94765663,-0.77310276,1.0279703,-0.5757494,-0.45116806,0.8310051,-0.8288584,-0.29560375,-0.78559494,-0.23296738,-0.39350796,-0.7244568,-1.6162701,0.4808445,-1.4766636,-0.24678802,-0.42736053,1.3093357,2.0770092,-0.17863178,0.33015633,0.5482292,0.5366068,1.1193924,0.75512314,-0.8791275,-0.42205524,-0.1650753,-0.3915472,1.0917625,0.24142265,1.6973381,-0.4048761787,-2.2421303,-1.1540222,-0.7167225,-0.83074,4.9902115,-0.7070379,-0.34372425,0.65723705,0.29493237,1.1326828,3.525117,1.3273325,-1.2108307,4.2306547,3.8476534,-1.0481634,1.4717121,-1.1719313,1.8385658,0.052013397,0.32436562,-0.022601128,4.7476864
"MCEMP1",-0.1958313,-0.21795559,0.24482441,-0.20052242,-0.52295685,-0.17785168,-0.6827078,-1.6515274,-0.42699623,-0.06103325,0.7638016,-0.38589478,-0.24316883,0.28635883,-0.16816711,0.79355526,0.65241146,0.10204029,-0.18946648,-0.24205017,-0.5026474,-0.09786892,-0.6351452,-1.5113125,0.6624327,1.0148716,-0.22775364,1.2082863,-0.07743454,-0.09377384,-0.21219826,3.0412712,-0.53142166,-0.05775261,-0.4108715,2.0201607,0.08712387,-0.062327385,0.08672619,-0.3796234,0.00395193049999999,-0.06511402,0.6849165,0.80893135,1.6070814,0.22416401,1.246027,1.5974522,-0.050581932,0.6530323,2.056244,0.59208584,-0.22329712,1.81814,1.7161751,1.2902136,2.1004877,-1.1413755,2.2642841,0.6113844,1.3838758,1.0551901,1.4827509
"DDX3Y",0.3331709,0.105546,-0.16249132,0.09872913,1.8599348,1.5869064,1.9592571,1.4789476,1.587554,1.9348602,-0.54083204,-0.064302444,0.062054157,-0.26037836,0.093117714,-0.22503233,-0.3604269,-0.27390194,0.09414339,-0.75622225,-0.60770226,-0.3160076,-0.18064451,-0.65100384,-0.15013409,0.45537853,0.3345008,0.09019041,1.4034519,2.1858444,1.4064846,1.8173103,-0.326293,1.1138487,0.9575443,1.6262455,1.9600983,1.9941034,2.2510595,1.7752914,2.4409657,-0.12630367,-0.22078323,-0.107637405,-0.1776434412,-1.1555796,-0.072730064,-0.0683465,-1.1167159,-0.041274548,-0.2499156,0.22432852,-0.16605091,0.07823944,-0.1899929,-0.67734337,-0.36837864,-0.14318371,-0.7979102,0.10050678,0.41476917,-0.5613041,-0.3830595
"TANK",-0.48689127,-0.46211576,-0.47116566,-0.47393036,1.7015457,1.925477,1.5836248,1.5053024,1.9924183,1.6187344,-0.92141724,-0.7303195,-0.6765423,-0.78468657,-0.875957,-0.85437393,-1.256062,-0.78361225,-0.58365345,-1.3639507,-0.015589714,0.21959972,-0.0458581112857143,0.15820217,-0.51395416,-0.16645336,-0.30215073,-0.1959629,1.5129519,2.1725388,2.026185,2.9411736,1.3226137,1.5199766,0.91376114,2.2958317,2.1912804,2.439561,2.4629583,2.2513504,2.8117437,-0.5376625,-0.39444542,-0.6888089,-0.65819645,-1.7962122,-0.9077554,-0.97229147,-1.5031581,-1.0021925,-0.6297083,0.40986347,0.6245737,0.38995743,-0.11375427,0.4788103,0.80073357,-0.080700874,0.5663223,0.2691164,0.62529755,0.45069313,0.6086092
"XRN2",0.07522488,-0.23117447,-0.66409206,0.19251013,2.3372917,0.747427,0.7915392,0.0759058,0.26164055,1.890233,-0.81357765,-0.049955845,-0.2215972,-0.59033823,-0.014112949,-0.46456528,-0.65162563,0.016795158,0.006712437,0.19099236,-0.5038781,-0.54761124,-0.19200468,-0.49399996,-0.36315012,0.20502996,0.8566766,-0.056922436,0.83738804,1.1606922,0.9458456,1.9181671,0.29503918,0.34723473,2.0085354,0.94064045,1.783309,2.9607735,1.423913,2.6914005,1.8026543,-0.24336481,-0.25398588,-0.422553395,-0.23334885,-1.1528788,-0.046642303,-0.41705084,-1.2122107,-0.34623432,-0.68859816,1.0811281,-0.053380013,-0.50876045,-0.19083595,1.5712862,-0.17646885,-0.17430973,1.2447948,-0.24084759,2.1148815,1.2518435,-0.31808567
"TTRAP",-0.64228153,-0.40732288,-0.17595005,-0.63826895,1.6746235,2.14598,1.72542,0.988966,1.7623787,2.2120762,-1.1210451,-0.95232964,-0.94320154,-0.6991577,-1.0400667,-1.0926785,-1.5340858,-1.0162215,-0.9001932,-1.394165,-0.2661314,0.4169836,-0.0875719378333333,-0.16109467,-0.3134594,-0.12799168,-0.48466682,0.059843063,2.0440502,2.4400816,2.5415678,3.0469542,1.4458075,1.4646397,1.1108475,1.9974957,2.1957846,2.9863195,2.7304964,2.3545122,2.9433908,-0.7362757,-0.3391981,-1.0130143,-0.9526825,-1.7852802,-0.8015652,-1.1271644,-1.5066957,-0.8494277,-1.0086956,0.32294464,0.35466862,0.43068695,-0.26671696,0.45881367,0.5296955,-0.049069405,0.43703175,1.0733995,1.2450285,0.5057974,0.035949707
"FLJ46109",-0.57771635,-0.16841793,-0.25339317,-0.27652645,1.5909271,1.5932713,2.2885504,1.4127522,1.5188017,3.2053232,-0.5892229,-0.46732044,-0.51850796,-0.6205292,-0.74513674,-0.5596914,-0.9644842,-0.13581848,-0.86607695,-0.7615776,-0.0909338,0.8372879,0.17862034,0.69102097,-0.32433605,-0.19879246,-0.13991451,0.32055378,0.9426594,1.2916136,0.7531996,2.8132553,1.2208424,0.85820293,0.8814068,0.3969431,2.083661,2.034545,2.178873,1.9447317,1.6945047,-0.08080458625,0.19134235,-1.0687027,-0.48439217,-0.76841164,-0.46228027,-0.47599888,-0.62437916,-0.604434,-0.9335375,-0.16346836,0.51725864,0.43848228,-0.08640003,0.71456814,0.2173233,-0.18807316,0.24290752,-0.039931297,0.15259361,0.23825741,-0.06937599
"C2orf12",0.1987071,-0.25079584,-0.32627678,0.046278954,1.5273457,1.6774483,1.8942213,0.7249985,1.0561733,1.8506279,-0.7166219,-0.22026825,-0.17818451,-0.46200418,-0.09557724,-0.59892607,-0.8178692,-0.4700942,-0.100118017,-0.89726114,-0.31559753,-0.21776295,-0.109116554,-0.06473255,0.025818348,0.14113379,0.33449078,0.008716106,1.7989597,1.9457178,1.3617306,1.8006325,0.45569706,1.2305145,1.1895771,1.6290541,2.5099468,2.2547207,2.236186,1.7767963,2.9069376,-0.28173828,-0.407156,-0.42786646,-0.28551674,-1.4227996,-0.4074335,-0.39839602,-1.2541289,-0.45704603,-0.5596266,-0.02175045,-0.06099415,-0.09935188,0.24685001,0.17004204,0.21533489,0.24248219,-0.22642517,0.120447636,0.14872408,-0.22316551,-0.30738735
"SLC5A8",-0.5560975,-0.29902744,-0.18320847,-0.2222147,1.7830725,1.5782137,2.4041672,1.2273026,1.586175,3.2093801,-0.6199236,-0.5971432,-0.6035223,-0.50002575,-0.80195427,-0.65247345,-0.81009483,-0.58320713,-0.86885977,-1.0848303,-0.0478321711111111,0.44769573,0.11750507,0.6289015,-0.3095131,-0.40338612,-0.27418423,0.28675842,0.88641834,1.3658247,0.7252321,3.04527,1.2101288,1.1587162,0.7747755,0.4246788,2.2593288,2.544611,2.3398247,2.0760584,1.9210644,0.09389019,0.014888763,-0.868042,-0.258873,-0.776433,-0.53479195,-0.39770794,-0.7610254,-0.7433357,-0.8238869,-0.20347595,0.488142,0.39558125,-0.024824142,0.5480108,-0.069664955,-0.24846554,0.49146748,-0.010302544,0.09873676,0.11425209,-0.10132885
"DENR",-1.0566931,-0.28321266,-0.002820015,-0.22388458,1.6469479,1.6373663,2.2733002,1.2279968,1.2352276,2.781703,-0.45237064,-0.28664684,-0.58190346,-0.5664129,-1.2233324,-0.66930485,-1.0886126,-0.04703331,-0.9703207,-0.8457794,0.014651299,0.7561579,0.32963943,0.6173315,-0.01794529,-0.6942625,-0.1171999,0.5282135,1.458725,1.5643225,1.227314,2.6206799,1.1661587,1.1570978,1.0342197,0.7023897,2.2949915,2.0667648,1.9919615,1.9410601,1.7782154,-0.03477764,0.19141006,-1.3489332,-0.53244114,-0.82252693,-0.46247578,-0.011818886,-0.83266354,-0.636034,-0.717824,-0.46433353,0.35966396,0.23487759,0.27727127,0.73290825,-0.01931858,-0.02773285,0.1401076311,-0.10606003,0.15686226,0.23104191,-0.23265076
"SAMSN1",-0.2590271494,-0.21437263,-0.14323235,-0.23832941,1.542944,1.6850939,1.1560764,1.317523,1.383338,1.045578,-0.7880235,-0.5265131,-0.4805689,-0.5058236,-0.47939777,-0.77002764,-0.81786203,-0.61465454,-0.2584753,-0.9470043,-0.17986298,-0.014101982,0.01760292,-0.030776024,-0.2359252,-0.17623997,-0.021011353,-0.059146404,0.9466953,1.9501734,1.4858093,2.3697214,0.7382059,1.291009,1.0929556,2.210867,2.1527643,1.915288,2.2427435,1.4710598,2.502139,-0.5741067,-0.5490489,-0.49662542,-0.55667686,-1.5891728,-0.65512323,-0.7027302,-1.3470645,-0.66901493,-0.17282867,0.43892574,0.15520287,0.00126648,0.1867714,0.406662,0.68163586,-0.11056137,0.7518625,0.36366844,1.3912811,0.8338547,0.24744415
"SUMO1",-0.09534073,-0.22968483,-0.39447212,0.053387642,1.8052917,2.0223546,1.9036956,1.1964307,1.4132066,1.806745,-0.85861874,-0.5255742,-0.5095601,-0.4692998,-0.3882985,-0.5171766,-0.9797797,-0.3822565,-0.48068905,-1.1092925,-0.307961,0.09176397,0.15655565,0.039810658,-0.27326393,-0.04386902,0.0494648476,-0.27475166,1.5127921,1.9900174,1.738193,2.1431203,0.6840348,1.2443223,0.6857085,1.5163999,2.148728,2.0583644,2.472405,1.9015269,2.6739516,-0.26210356,-0.38008404,-0.6868024,-0.40024567,-0.8928342,-0.35579252,-0.7342253,-1.2421122,-0.29407215,-0.76200294,0.21880102,0.07442331,-0.17418242,-0.025773525,0.10563421,0.087396145,-0.11341667,0.00413847,0.33200407,0.46795416,0.032597065,-0.058472157
"LOC440686",0.09002972,-0.09235144,-0.5157571,0.0742383,1.3232813,1.5547543,1.719245,0.6678858,0.8030081,2.2053242,-0.5738888,-0.35025072,-0.33569527,-0.4006381,-0.65466595,-0.30932045,-0.8872528,-0.4769001,-0.2593937,-1.0523934,-0.54047203,-0.1674614,-0.32540798,-0.49103355,-0.0881834,0.19320917,0.24424696,0.02175808,1.8903637,1.2829008,1.5460081,2.122737,0.53643227,1.1439381,1.0539141,1.1863298,2.262618,3.6236734,1.9938288,2.8015156,2.1201954,-0.1972075464,-0.3756957,-0.5430951,-0.09821987,-1.0697508,-0.43182278,-0.4533906,-1.3623166,-0.38006878,-0.31920624,0.15370655,0.04507923,-0.08185196,0.17579651,-0.31713295,0.24701595,0.1251564,-0.002401352,0.1784935,0.4317255,-0.060526848,-0.270195
"ZNF557",-0.8091507,-0.35656357,-0.43907833,-0.43147278,1.9463692,2.2382412,2.7294521,1.6139383,1.8350182,3.3489428,-0.83197117,-0.7804966,-0.99959755,-0.749671,-1.2076645,-0.90430737,-1.2885418,-0.8619671,-1.1626034,-0.84535694,-0.008877754,0.6479664,0.35974884,0.6593294,-0.42203045,-0.79974174,-0.4819355,0.024439812,1.5531569,1.7154093,1.3965034,2.9206762,1.4492073,1.1117735,1.1342506,0.87087536,2.6359138,2.7164345,2.4718761,2.7512054,2.3934574,-0.39019585,-0.6160345,-1.3681526,-0.7822008,-1.2834606,-0.9925699,-0.472023,-0.8401356,-0.87808895,-1.0062952,-0.47215843,0.5005579,0.57055855,0.14204311,0.70284843,-0.16228104,-0.249066247444444,0.1533823,-0.099155426,0.035435677,0.3757229,0.09985256
"IFI44L",2.0677786,-0.2577896,0.6460743,-0.54293156,-0.0729683882,-0.91504383,2.2204142,-0.92256546,0.08489132,-0.5248995,-1.1026907,0.31484222,0.5511093,-0.5086765,0.5634384,-0.23880196,0.46508503,1.2952147,-0.22115803,0.116996765,-0.54136276,-0.96432304,-1.0643454,-0.6524658,0.49566936,-0.839695,-0.6793947,-0.5770941,-0.2011137,2.191393,0.5872221,1.7713614,0.9604082,-0.22269249,-0.8095808,-1.1995525,-1.1843557,0.1277008,-0.001330376,-0.5524807,-1.0941353,2.1939802,1.5145445,1.7233334,0.29898453,4.729679,0.38913727,-0.19778824,-0.26934338,3.8952608,0.23602772,1.3839264,2.2547007,-0.5762358,-0.17622185,0.4230795,-0.1648283,2.3649225,2.5364475,0.005640984,-0.87607,-0.5213165,0.37050915
"LY75",0.13621378,0.040091515,-0.22940779,0.39334297,1.1400714,1.30938,1.4291301,0.7149806,0.96642923,1.3316617,-0.6599865,-0.23111248,-0.06283533425,-0.15199614,-0.1612196,-0.48203993,-0.50016356,-0.28594112,-0.006898403,-0.8648033,-0.20876455,-0.29370785,-0.13946581,0.037599087,-0.23982859,0.25996304,0.15516424,0.020329952,1.744761,1.3505158,1.3534446,1.7784162,1.1269822,1.0366807,0.59444284,1.5400033,1.8757138,2.1295896,2.2366843,1.8362575,1.9895797,-0.2024188,-0.14450455,-0.49670076,-0.040899277,-1.2571445,-0.20474482,-0.36561918,-1.2334366,-0.28524542,-0.5614338,0.120696545,0.20119333,-0.03920269,-0.03735447,-0.19696474,-0.028372288,-0.056289673,-0.26129866,0.44669294,0.37085295,-0.24780512,0.47203875
"CYorf15A",0.8874459,1.3063731,1.8542285,0.743618,1.5626893,1.3801904,1.4997888,1.6051183,2.0696788,1.2001958,-0.5095005,-0.2269702,-0.049245834,-0.55209637,-0.2462306,-0.32163,-0.65540314,-0.34673643,0.011220932,-0.9938297,-0.5345249,-0.33839798,0.122204304,-0.29644728,-0.12852049,0.8803811,0.64431,0.045505524,0.7192216,1.4190049,1.3895574,1.1148314,-0.28457737,1.2440009,0.5597472,1.1080279,1.137527,1.0673118,1.676043,1.4380536,1.5555034,-0.38088846,-0.3611846,-0.35563898,-0.121129036,-1.1862407,-0.3625126,-0.30598927,-0.9572239,-0.31049585,-0.55532885,0.06665707,-0.05625248,1.5980897,-0.0119315141,-0.35492277,-0.29958153,-0.16594505,-0.77042246,0.015312195,1.084043,-0.47171736,-0.6082735
"SYNE1",0.3965702,0.036557674,-0.39881182,0.3228817,1.8656907,1.4314618,1.8055873,1.0296483,1.3597627,1.8181396,-0.5532646,-0.111526966,-0.040901184,-0.21337366,0.11755419,-0.25886583,-0.34600115,-0.1424036,0.3277793,-0.9169631,-0.36233425,-0.38163948,-0.12288427,-0.24324512,-0.034493446,0.3869834,0.39437723,0.25953197,1.686171,1.676477,0.7755351,1.3417468,0.9894433,0.3857894,0.5495658,0.7746215,2.2527614,1.7713532,2.014814,1.1922755,2.1223626,-0.17199945,-0.18223429,-0.13842821,-0.0883441,-1.0916858,-0.08192015,-0.05645895,-1.1246252,-0.32291746,-0.3564086,0.15523958,-0.0140766567777778,-0.20245123,0.04483795,-0.537343,-0.12191486,0.20854187,-0.38017988,-0.042391777,0.055953026,-0.30714083,-0.391397
"TMEM70",-0.025854588,-0.19844103,-0.22784996,-0.048375607,1.1846323,0.9645443,1.5772276,0.67267895,1.2249317,2.1316614,-0.31701088,-0.46086788,-0.29645395,-0.3823762,-0.14626122,-0.11213875,-0.50342894,-0.12058926,-0.07205868,-0.5112667,-0.3097906,-0.052864075,-0.02239418,-0.38253403,-0.40911102,0.18487263,0.106871605,-0.14406729,0.4488001,1.1543169,1.2984123,1.2278023,0.63810825,0.85780144,0.2661934,0.72589684,1.8960886,2.1326313,2.4697819,2.8092117,2.4493198,0.27652454,0.1266222,-0.25782394,-0.08018637,-0.8799391,-0.1803575533,-0.29078293,-0.53276634,-0.49987364,-0.383276,0.012533188,-0.10905838,0.047480583,-0.1370802,-0.20195961,0.052609444,0.02283001,-0.08679962,0.19770432,0.37455273,0.06986427,0.16908169
"PCDHB9",-1.2389269,-0.76379013,-0.053079605,-0.5783949,2.106742,2.115261,2.4438753,1.7641592,1.5130558,3.2357645,-0.741457,-0.759923,-0.9107256,-0.70073795,-1.4966097,-0.97955704,-1.5301027,-0.5814228,-1.4315443,-1.6374912,-0.07433987,1.0122566,0.48818874,0.78376675,-0.5012541,-0.8645439,-0.04566765,0.72909164,1.5851831,1.8864975,1.0039692,3.3275242,1.2081776,1.4531097,1.3626547,1.1705093,2.86059,2.0453014,2.5432205,1.5764847,1.828309,-0.209795528444444,-0.10020256,-1.7043514,-1.12498,-1.4939003,-0.7726574,-0.4888258,-1.4033728,-0.9652777,-1.3000097,-0.5057745,0.6047783,0.80420685,0.3296461,1.0742683,0.1250248,-0.101950645,0.34378242,-0.01994133,0.33568096,0.38040733,-0.020691872
"KRT1",2.5822325,-0.36763287,-0.61827374,2.1263685,-0.16038704,-0.32231617,-1.394454,-1.6387739,-1.78796,-0.28321743,0.88657475,1.8938065,2.0740452,-1.0032187,0.9379816,-0.5679989,-0.4050007,1.5942602,-0.5406952,-0.80519485,0.6212244,-0.5282812,0.7064018,-0.20171261,2.3093042,3.1732016,1.5664606,1.604949,1.0068331,-0.27592564,-0.26670074,-0.6273136,-0.21230316,0.35314083,1.4528141,-0.98832417,-1.7461052,-0.7053633,-1.9156456,1.2771397,-1.6605339,1.0850134,-0.12093258,2.7554188,1.7264175,-1.0906391,1.8925037,2.1885538,-1.8871174,-0.8412247,3.9873562,0.32259846,0.95355606,-0.8022976,0.45267582,-0.647410114,0.09897041,0.9160671,-1.8067474,0.46909904,-0.01718998,0.3937645,1.4153547
"FECH",1.790617,-0.09953499,-0.41266537,1.1607523,-0.62316227,-0.10918999,-0.43652153,-0.6268654,-0.999176,-0.14897251,-0.056028366,0.44608688,0.5796757,-0.8126879,-0.2563963,-0.5454693,0.38441563,0.4529650694,-0.287467,-0.5514374,0.10251236,-0.83184624,0.08073807,-0.5775671,0.14564228,2.4115934,2.2133617,1.5360413,1.1590834,0.60066223,0.5013552,-0.15846157,0.2872572,0.62399864,2.2597904,-0.62414074,-0.9508352,-0.75860405,-1.1502886,1.3041048,-1.0096178,1.9284334,-0.2323103,2.0667696,2.1702833,-1.219039,0.4894371,1.5781679,-1.1143751,-0.5227928,2.5698805,-0.42787647,1.7501698,-0.091534615,0.6681433,0.12616539,-0.10490608,0.2486,-0.8116255,0.07259655,1.3002262,-0.34936333,2.3024216
"RNPC1",2.1562166,0.44926643,-0.18579769,1.1158915,-0.3391075,-0.2648398399,-0.57869816,-0.30099106,-2.186514,-0.056695938,0.67556953,1.0526428,1.7446785,-0.07404232,0.9507685,-0.19110394,0.13410568,0.86283016,0.5159054,-0.5814209,-0.3817625,-0.6797199,0.52395535,-0.12076664,1.2366257,2.1208658,1.5667801,0.86634064,0.23427105,-0.35981083,0.5673008,-0.009756088,-0.08636665,0.17415428,1.7368107,-1.3119202,-0.7777624,-0.3129158,-0.9917021,1.5151606,-0.96902466,0.6578455,-0.2370987,2.514432,1.8869,-1.1694565,0.9868517,1.3225784,-0.88288593,-0.11776638,2.8000364,-0.15385342,0.60882664,-0.9858074,1.3903494,-0.36366463,-0.38632584,0.81607246,-1.3237467,-0.3083439,0.84165096,-0.30130386,1.1616049
"TOP1P1",0.40528107,-0.01232338,-0.3659444,0.118989944,1.1797566,1.4182601,0.97830725,0.45437956,0.75497675,1.0861316,-0.419384,-0.20581388,0.050028324,-0.24924946,-0.04081297,-0.324018,-0.3191452,-0.20938206,0.16322184,-0.81092787,-0.3732195,-0.25392485,-0.08827925,-0.10414982,-0.07595682,0.35587835,0.37910938,-0.05145216,1.5158782,1.4550529,1.4052119,1.4695497,0.6446204,0.54913664,0.91704226,1.3168597,1.7248187,2.022842,1.7485824,1.4405723,1.8640285,-0.08007908,-0.23207474,-0.127738,-0.037015915,-1.0969329,-0.09432793,-0.06734419,-0.94454384,-0.32458878,-0.28516054,0.10540962,0.07679653,-0.18072844,0.21634293,-0.34603882,0.0568079474,0.14231777,-0.4385786,0.12514973,0.34599733,-0.11010313,-0.14306545
"TSNAX",0.036616325,-0.2602234,-0.16523743,-0.06381512,1.036149,1.2794695,0.98878574,1.1036863,1.8657694,1.3002491,-0.9098058,-0.5822334,-0.47665262,-0.3882637,-0.46052217,-0.58967733,-1.0466595,-0.688251,-0.39816046,-0.49162197,0.005455017,-0.057063103,0.0567008016,-0.32830143,-0.4391303,0.32116365,-0.16849089,-0.26889944,0.82650566,1.5473986,1.7949791,2.0433493,1.3948641,1.1376553,0.21009636,1.4959736,1.2709818,2.222125,1.9311476,2.010191,2.365983,-0.053040504,-0.29191303,-0.5928235,-0.31378555,-1.0587025,-0.49396944,-0.7412839,-0.9394922,-0.6363969,-0.7164912,0.32132244,0.499897,0.4200697,-0.21750641,-0.026783943,0.43488216,-0.27175522,0.37492847,0.53888893,0.48404598,0.24035168,0.6421604
"CA1",2.9505339,-0.30653095,-0.6716995,2.093915,-1.166462,-0.8170986,-1.7048845,-1.2890177,-2.142146,0.1710825,-0.30040073,0.7717304,-0.10015297,-0.627614,-0.6186333,-0.01885128,0.2718439,1.0412455,0.0868904642,-0.55231285,-0.26105118,-0.70212173,0.55177593,-1.2482271,0.93754005,3.347064,2.068717,1.9292746,1.0425272,-0.28010654,1.3613195,-0.042098045,0.027667046,0.006212235,2.2010841,0.34309292,-0.38010406,-0.7005625,-1.3120289,1.2147541,-0.5983105,2.1771727,0.65261364,2.5796862,2.3359795,-2.3956842,0.12534904,1.8847666,-1.892231,-0.5702429,3.0513897,-0.025830269,2.2638788,-0.20894623,1.0273066,-0.44144726,-0.36597347,0.046014786,-1.641551,0.21091843,0.77151203,-0.36121368,2.1809406
